timestamp,a,vid,imei,lat,lng,spd,ts,course,ignition,batVolt,extVolt,immobilizeStatus,t
12:22:13,ping,188659.0,867440068990746.0,12.921267777777778,77.67236,7.0,1734677532.0,118.0,1.0,4.15,36.53,False,
12:22:14,,,,,,,,,,,,False,
12:22:20,,,,,,,,,,,,False,
12:22:21,,,,,,,,,,,,False,
12:22:21,,,,,,,,,,,,False,
12:22:30,,,,,,,,,,,,False,
12:22:30,,,,,,,,,,,,False,
12:22:35,,,,,,,,,,,,False,
12:22:37,,,,,,,,,,,,False,
12:22:44,,,,,,,,,,,,False,
12:22:44,,,,,,,,,,,,False,
12:23:00,,,,,,,,,,,,False,
12:23:21,ping,188659.0,867440068990746.0,12.91941388888889,77.671815,7.0,1734677600.0,283.0,1.0,4.15,36.53,False,
12:23:21,notif,188659.0,867440068990746.0,12.91941388888889,77.671815,,1734677600.0,,,,,False,GEOFENCE-EXIT
12:23:21,,,,,,,,,,,,False,
12:23:32,,,,,,,,,,,,False,
12:23:32,,,,,,,,,,,,False,
12:23:36,,,,,,,,,,,,False,
12:23:37,,,,,,,,,,,,False,
12:24:16,,,,,,,,,,,,False,
12:24:16,,,,,,,,,,,,False,
12:24:16,notif,188659.0,867440068990746.0,12.920115000000001,77.6716438888889,,1734677655.0,,,,,False,GEOFENCE-ENTER
12:24:17,ping,188659.0,867440068990746.0,12.92011,77.67169444444444,20.0,1734677657.0,100.0,1.0,4.15,36.53,False,
12:24:21,,,,,,,,,,,,False,
12:24:21,,,,,,,,,,,,False,
12:24:21,,,,,,,,,,,,False,
12:25:35,,,,,,,,,,,,False,
12:37:24,,,,,,,,,,,,False,
12:37:24,notif,188659.0,867440068990746.0,12.920568888888889,77.67197277777777,,1734678444.0,,,,,False,IGNITION OFF
12:37:59,,,,,,,,,,,,False,
12:38:00,,,,,,,,,,,,False,
12:38:00,ping,188659.0,867440068990746.0,12.920953333333333,77.67193,9.0,1734678479.0,342.0,0.0,4.15,38.11,False,
12:38:00,,,,,,,,,,,,False,
12:38:00,notif,188659.0,867440068990746.0,12.920970555555556,77.67192222222222,,1734678479.0,,,,,False,MOTION SENSED
12:38:01,,,,,,,,,,,,False,
12:38:01,,,,,,,,,,,,False,
12:38:05,,,,,,,,,,,,False,
12:38:05,,,,,,,,,,,,False,
12:38:08,,,,,,,,,,,,False,
12:38:09,,,,,,,,,,,,False,
12:38:19,,,,,,,,,,,,False,
12:38:19,,,,,,,,,,,,False,
12:38:24,,,,,,,,,,,,False,
12:38:25,,,,,,,,,,,,False,
12:38:30,ping,188659.0,867440068990746.0,12.921525,77.67210666666666,9.0,1734678508.0,37.0,0.0,4.15,38.11,False,
12:38:30,ping,188659.0,867440068990746.0,12.921545,77.67211611111111,9.0,1734678509.0,25.0,0.0,4.15,38.11,False,
12:38:34,,,,,,,,,,,,False,
12:38:34,notif,188659.0,867440068990746.0,12.921621666666665,77.67213722222223,,1734678512.0,,,,,False,MOTION SENSED
12:38:35,,,,,,,,,,,,False,
12:38:38,ping,188659.0,867440068990746.0,12.921675,77.67210722222222,7.0,1734678517.0,285.0,0.0,4.15,38.11,False,
12:38:44,ping,188659.0,867440068990746.0,12.92165,77.6720911111111,11.0,1734678520.0,193.0,0.0,4.15,38.11,False,
12:38:44,,,,,,,,,,,,False,
12:38:48,,,,,,,,,,,,False,
12:38:48,,,,,,,,,,,,False,
12:38:50,,,,,,,,,,,,False,
12:38:52,,,,,,,,,,,,False,
12:38:56,ping,188659.0,867440068990746.0,12.921419444444444,77.67198,7.0,1734678533.0,12.0,0.0,4.15,38.11,False,
12:38:57,,,,,,,,,,,,False,
12:39:01,,,,,,,,,,,,False,
12:39:01,ping,188659.0,867440068990746.0,12.921557222222223,77.67204,8.0,1734678540.0,18.0,0.0,4.15,38.11,False,
12:39:04,,,,,,,,,,,,False,
12:39:05,,,,,,,,,,,,False,
12:39:06,,,,,,,,,,,,False,
12:39:06,notif,188659.0,867440068990746.0,12.921625555555556,77.67212555555555,,1734678545.0,,,,,False,MOTION SENSED
12:39:40,,,,,,,,,,,,False,
12:40:09,,,,,,,,,,,,False,
12:40:10,,,,,,,,,,,,False,
12:40:10,notif,188659.0,867440068990746.0,12.92155611111111,77.67252333333333,,1734678606.0,,,,,False,MOTION SENSED
12:40:12,,,,,,,,,,,,False,
12:40:19,,,,,,,,,,,,False,
12:40:33,,,,,,,,,,,,False,
12:54:12,,,,,,,,,,,,False,
12:54:12,notif,188659.0,867440068990746.0,12.921964444444445,77.67186777777778,,1734679366.0,,,,,False,IGNITION ON
12:54:12,,,,,,,,,,,,False,
